61,48
74,66
110,43
127,97
145,28
161,76
179,141
210,175
212,146
213,176
220,96
225,137
228,96
243,111
245,61
266,128
278,109
281,190
286,272
293,120
306,38
322,238
333,146
333,212
336,168
337,80
340,17
345,219
366,202
375,26
383,94
387,163
388,86
394,246
416,408
433,239
440,232
451,210
457,135
466,30
468,151
472,437
481,319
491,25
493,473
499,78
501,280
503,55
506,335
514,111
514,243
526,363
527,125
528,510
540,406
542,103
548,270
555,445
567,263
582,417
588,247
592,296
607,508
608,15
614,489
623,566
633,461
652,249
654,369
658,163
659,602
660,154
661,283
666,610
677,124
686,472
697,590
698,212
703,133
704,679
714,657
718,224
729,477
731,394
734,585
737,414
738,718
742,32
748,562
753,6
780,337
784,643
789,610
793,338
793,613
795,426
800,28
805,229
812,219
812,345
813,67
820,688
824,311
824,506
827,180
829,160
832,810
838,22
838,34
848,721
851,823
853,47
855,134
858,288
867,797
874,667
875,253
880,80
880,546
882,45
887,471
890,726
894,216
894,378
901,187
906,621
910,155
910,631
915,437
915,472
918,385
920,73
927,264
932,520
938,180
940,404
942,238
942,322
946,667
946,874
951,33
952,51
953,487
955,211
962,846
963,80
965,435
965,701
966,386
966,872
968,124
972,395
975,861
979,561
981,917
987,258
993,599
994,11
1002,233
1004,75
1005,72
1010,984
1012,790
1013,537
1014,378
1014,687
1019,874
1023,250
1024,155
1034,95
1035,801
1040,404
1043,898
1048,1000
1050,795
1051,797
1056,360
1062,723
1066,432
1075,167
1078,647
1080,1007
1085,162
1086,136
1091,145
1091,800
1093,1054
1096,27
1105,522
1106,134
1121,576
1124,574
1128,346
1132,783
1135,874
1135,946
1135,1019
1142,1067
1143,275
1147,413
1149,146
1151,862
1159,852
1163,73
1163,920
1172,177
1173,1101
1182,178
1184,1020
1184,1143
1185,430
1186,832
1191,259
1192,179
1193,517
1195,500
1197,676
1198,642
1200,392
1201,586
1203,1049
1213,731
1215,349
1220,1158
1222,630
1227,588
1229,984
1229,1010
1232,229
1234,1170
1238,541
1239,475
1240,922
1241,1093
1244,203
1249,1245
1250,826
1252,122
1254,1175
1264,1063
1265,850
1271,589
1272,144
1275,13
1275,352
1278,1036
1280,808
1281,617
1285,149
1289,817
1294,3
1294,235
1294,813
1295,504
1298,242
1302,614
1303,120
1303,293
1306,206
1306,323
1308,790
1309,1256
1310,617
1310,1281
1322,497
1323,1033
1325,850
1328,984
1329,368
1332,598
1334,830
1335,638
1336,1145
1344,448
1346,819
1348,160
1351,758
1352,947
1354,783
1354,1132
1356,741
1358,198
1360,581
1368,670
1379,40
1381,261
1390,658
1398,755
1400,768
1403,1071
1404,109
1408,715
1413,27
1413,393
1416,579
1418,550
1418,1140
1423,1263
1424,844
1428,287
1428,542
1430,463
1431,840
1432,971
1433,408
1433,416
1438,1263
1442,137
1442,225
1446,347
1447,198
1448,743
1448,1391
1449,572
1449,1223
1449,1399
1450,291
1451,551
1459,1452
1462,554
1464,850
1464,1265
1467,922
1467,1240
1468,854
1473,363
1473,1343
1475,1362
1476,151
1476,468
1478,909
1482,280
1485,1319
1486,17
1487,1325
1488,1228
1489,432
1489,1066
1493,318
1495,247
1495,588
1502,197
1502,356
1505,865
1507,1410
1509,923
1512,149
1512,1285
1513,470
1514,275
1515,959
1515,1202
1516,428
1518,862
1518,1151
1523,10
1523,561
1524,1038
1525,1320
